,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
218,20020917X02315,Accident,1982-02-01,"SONOMA, CA",Non-Fatal,Substantial,bellanca,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,bellanca7ECA
219,20020917X02170,Accident,1982-02-01,"LAS VEGAS, NV",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessnaTR182
223,20020917X02539,Accident,1982-02-02,"NEWBURGH, NY",Fatal(1),Destroyed,piper,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,1.0,1.0,100.0,0.0,piperPA-23-250
224,20020917X02139,Accident,1982-02-02,"JEANERETTE, LA",Fatal(2),Destroyed,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,2.0,2.0,100.0,0.0,cessna150G
225,20020917X02581,Accident,1982-02-02,"MOSES LAKE, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessnaU206G
226,20020917X02007,Accident,1982-02-02,"DRYDEN, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessnaT210N
228,20020917X02297,Accident,1982-02-03,"PARADISE VALLEY, AZ",Fatal(1),Destroyed,mooney,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,1.0,1.0,100.0,0.0,mooneyM20J
231,20020917X02582,Accident,1982-02-03,"NR. COLBERT, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,2.0,0.0,0.0,100.0,cessna150J
238,20020917X02348,Accident,1982-02-05,"120 NM SSE OF M, FL",Fatal(2),Destroyed,piper,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,2.0,2.0,100.0,0.0,piperPA-28
239,20020917X01724,Accident,1982-02-05,"LAMBSBURG, VA",Fatal(4),Destroyed,piper,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,4.0,4.0,100.0,0.0,piperPA-32R-300
240,20020917X02570,Accident,1982-02-05,"ELLINGTON, CT",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,2.0,2.0,50.0,0.0,piperPA-28-140
245,20020917X02585,Accident,1982-02-06,"MEDFORD, OR",Non-Fatal,Substantial,taylorcraft,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,3.0,0.0,0.0,100.0,taylorcraftBC12-D
246,20020917X02432,Accident,1982-02-06,"SPRINGFIELD, MO",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,piperPA-28-140
248,20020917X02173,Accident,1982-02-06,"SAN JOSE, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,3.0,0.0,0.0,100.0,cessna180
249,20020917X02172,Accident,1982-02-06,"CORONA, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,cessna152
250,20020917X01790,Accident,1982-02-06,"EAST LANSING, MI",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,3.0,0.0,0.0,100.0,piperPA-28-181
253,20020917X01786,Accident,1982-02-06,"BUFFALO, MN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,2.0,2.0,0.0,0.0,cessna150
257,20020917X02265,Accident,1982-02-07,"6 NM NORTH OF S, AZ",Fatal(4),Destroyed,cessna,1.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,4.0,4.0,100.0,0.0,cessnaP210N
259,20020917X02584,Accident,1982-02-07,"PROSSER, WA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,piperPA-28-180
261,20020917X02493,Accident,1982-02-07,"WRIGHTSTOWN, NJ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,5.0,0.0,0.0,100.0,cessna172N
262,20020917X02434,Accident,1982-02-07,"CAPE GIRARDEAU, MO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
264,20020917X02009,Accident,1982-02-07,"ARTESIA, NM",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,2.0,0.0,0.0,100.0,cessna177RG
265,20020917X01792,Accident,1982-02-07,"BENTON HARBOR, MI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,4.0,0.0,0.0,100.0,cessna172
266,20020917X01791,Accident,1982-02-07,"CANTON, MI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,cessna152
267,20020917X01789,Accident,1982-02-07,"GREENCASTLE, IN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna172
268,20020917X02263,Accident,1982-02-08,"SANTA YSABEL, CA",Fatal(1),Destroyed,cessna,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1.0,1.0,100.0,0.0,cessna172N
271,20020917X01879,Accident,1982-02-08,"LANSING, IL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
273,20020917X01793,Accident,1982-02-08,"VALPARAISO, IN",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1.0,1.0,0.0,0.0,piperPA-28-161
274,20020917X01754,Accident,1982-02-08,"NASHVILLE, TN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Probable Cause,1.0,1.0,0.0,0.0,cessna182P
275,20020917X01668,Accident,1982-02-08,"STATESBORO, GA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna140
277,20020917X02175,Accident,1982-02-09,"HICKMAN, CA",Non-Fatal,Destroyed,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,piperPA-38-112
279,20020917X01769,Incident,1982-02-09,"BIRMINGHAM, AL",Incident,,beech,2.0,Turbo Prop,Executive/corporate,0.0,0.0,0.0,10.0,IMC,Takeoff,Probable Cause,10.0,0.0,0.0,100.0,beech200
280,20020917X02174,Accident,1982-02-09,"CARLSBAD, CA",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,cessna310R
281,20020917X01795,Accident,1982-02-09,"ANOKA, MN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna172
283,20020917X01627,Accident,1982-02-09,"FORT YUKON, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,2.0,0.0,0.0,100.0,cessna185
284,20020917X02416,Accident,1982-02-10,"LAKE WALES, FL",Non-Fatal,Destroyed,cessna,2.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Approach,Probable Cause,2.0,2.0,100.0,0.0,cessna310
286,20020917X02494,Accident,1982-02-10,"PLYMOUTH, MA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,cessna172K
287,20020917X01924,Accident,1982-02-10,"SPANISH FORK, UT",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna421B
292,20020917X02435,Accident,1982-02-11,"CHESTERFIELD, MO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna152
295,20020917X01896,Accident,1982-02-12,"PLEASANT HILL, OH",Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Cruise,Probable Cause,4.0,4.0,100.0,0.0,piperPA-24-250
297,20020917X01804,Accident,1982-02-12,"ELYRIA, OH",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1.0,1.0,0.0,0.0,cessna152
298,20020917X02269,Accident,1982-02-13,"HOLLISTER, CA",Fatal(4),Destroyed,cessna,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,4.0,4.0,100.0,0.0,cessna172K
302,20020917X02442,Accident,1982-02-13,"GRAIN VALLEY, MO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1.0,0.0,0.0,100.0,cessna150
303,20020917X02439,Accident,1982-02-13,"MOBERLY, MO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
304,20020917X02347,Accident,1982-02-13,"PENSACOLA, FL",Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Landing,Probable Cause,2.0,1.0,0.0,50.0,aeronca7AC
305,20020917X02010,Accident,1982-02-13,"NAVAJO DAM, NM",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna172
306,20020917X01929,Accident,1982-02-13,"PLENTYWOOD, MT",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,UNK,Unknown,Probable Cause,2.0,1.0,0.0,50.0,piperPA-18
307,20020917X01797,Accident,1982-02-13,"ALTAMONT, IL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1.0,1.0,0.0,0.0,cessna150
310,20020917X02237,Accident,1982-02-14,"DAGGETT, CA",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Descent,Probable Cause,2.0,2.0,100.0,0.0,cessna150
311,20020917X02011,Accident,1982-02-14,"CLEVELAND, TX",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
312,20020917X02496,Accident,1982-02-14,"FACTORYVILLE, PA",Non-Fatal,Substantial,bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,3.0,0.0,0.0,100.0,bellanca17-30A
313,20020917X02436,Accident,1982-02-14,"CHESTERFIELD, MO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna150
314,20020917X02353,Accident,1982-02-14,"MIAMI, FL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,piperPA-28-140
315,20020917X01805,Accident,1982-02-14,"LEBANON, IN",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2.0,0.0,0.0,100.0,piperPA-38-112
316,20020917X01803,Accident,1982-02-14,"DWIGHT, IL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,piperPA-28-161
317,20020917X01799,Accident,1982-02-14,"LAMBERTVILLE, MI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,4.0,0.0,0.0,100.0,cessna172N
319,20020917X01670,Accident,1982-02-14,"RIDGELAND, SC",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,4.0,0.0,0.0,100.0,piperPA-28-161
323,20020917X02497,Accident,1982-02-15,"SCHROON LAKE, NY",Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,mooneyM20J
324,20020917X02438,Accident,1982-02-15,"DES MOINES, IA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,IMC,Descent,Probable Cause,1.0,0.0,0.0,100.0,piperPA-28-151
325,20020917X02437,Accident,1982-02-15,"CHESTERFIELD, MO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna152
326,20020917X01802,Accident,1982-02-15,"MONEE, IL",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,piperPA-28-151
328,20020917X01798,Accident,1982-02-15,"OTTAWA, OH",Non-Fatal,Substantial,beech,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,beech35
330,20020917X01718,Accident,1982-02-15,"FAYETTEVILLE, NC",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,1.0,1.0,VMC,Approach,Probable Cause,2.0,1.0,0.0,50.0,cessna150M
333,20020917X02346,Accident,1982-02-15,SAN JUAN,Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,cessna172
337,20020917X02360,Accident,1982-02-17,"OPA LOCKA, FL",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,1.0,0.0,0.0,100.0,cessna152
338,20020917X02176,Accident,1982-02-17,"SAN LUIS OBISPO, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna172M
340,20020917X02013,Accident,1982-02-17,"HENDERSON, TX",Non-Fatal,Substantial,bellanca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,bellanca7ECA
341,20020917X01928,Accident,1982-02-17,"7 MILES N. OF S, CO",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna177RG
342,20020917X01927,Accident,1982-02-17,"RAPID CITY, SD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,cessna210
343,20020917X01926,Accident,1982-02-17,"BLANDING, UT",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Business,0.0,0.0,2.0,0.0,IMC,Approach,Probable Cause,2.0,2.0,0.0,0.0,cessna210
347,20020917X01987,Accident,1982-02-18,"ST. GEORGE, UT",Fatal(1),Destroyed,beech,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,1.0,1.0,100.0,0.0,beechA36
348,20020917X01728,Accident,1982-02-18,"HYTOP, AL",Fatal(1),Destroyed,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,1.0,1.0,100.0,0.0,piperPA-28-140
349,20020917X02498,Accident,1982-02-18,"SCOTIA, NY",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,cessnaT210N
355,20020917X02014,Accident,1982-02-19,"MESQUITE, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna172H
356,20020917X01818,Accident,1982-02-19,"NEW RICHLAND, MN",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna180
358,20020917X01808,Accident,1982-02-19,"ST. CHARLES, IL",Non-Fatal,Substantial,beech,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,1.0,0.0,0.0,100.0,beech58
363,20020917X02178,Accident,1982-02-20,"GUSTINE, CA",Fatal(1),Destroyed,cessna,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,2.0,2.0,100.0,0.0,cessna172L
366,20020917X02444,Accident,1982-02-20,"PERRYVILLE, MO",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,piperPA-28-161
367,20020917X02350,Accident,1982-02-20,"ST. PETERSBURG, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
368,20020917X02177,Accident,1982-02-20,"GRAND CANYON, AZ",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,3.0,0.0,0.0,100.0,cessna172N
369,20020917X02017,Accident,1982-02-20,"LUBBOCK, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,cessna150M
370,20020917X02015,Accident,1982-02-20,"KROTZ SPRINGS, LA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1.0,0.0,0.0,100.0,cessna140
372,20020917X01810,Accident,1982-02-20,"FRANKLIN, WI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2.0,0.0,0.0,100.0,cessna150
374,20020917X02466,Accident,1982-02-21,"ALLIANCE, NE",Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,2.0,2.0,100.0,0.0,piperPA-22-150
375,20020917X02285,Accident,1982-02-21,"AVALON, CA",Non-Fatal,Destroyed,piper,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,VMC,Landing,Probable Cause,4.0,4.0,100.0,0.0,piperPA-28-181
376,20020917X02271,Accident,1982-02-21,"TRUCKEE, CA",Fatal(1),Destroyed,piper,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,UNK,Cruise,Probable Cause,1.0,1.0,100.0,0.0,piperPA-28-180
380,20020917X02440,Accident,1982-02-21,"TIPTON, IA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna152
381,20020917X02270,Accident,1982-02-21,"CATALINA ISLAND, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,3.0,VMC,Cruise,Probable Cause,4.0,1.0,0.0,75.0,cessna172N
383,20020917X02149,Accident,1982-02-21,"NEAR TEXARKANA, AR",Fatal(2),Substantial,bellanca,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,2.0,2.0,100.0,0.0,bellanca7GCBC
384,20020917X01816,Accident,1982-02-21,"LAKERVILLE, MN",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Go-around,Probable Cause,1.0,0.0,0.0,100.0,piperPA-28-140
385,20020917X01815,Accident,1982-02-21,"PLAINFIELD, IL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna152
390,20020917X02509,Accident,1982-02-22,"WESTERLY, RI",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Personal,0.0,0.0,0.0,6.0,VMC,Cruise,Probable Cause,6.0,0.0,0.0,100.0,cessna421C
391,20020917X02019,Accident,1982-02-22,"PICKENS, AR",Non-Fatal,Substantial,grumman,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,grummanG-164A
392,20020917X02018,Accident,1982-02-22,"NEAR PATTERSON, LA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,2.0,0.0,0.0,100.0,cessnaA185F
393,20020917X02016,Accident,1982-02-22,"ABILENE, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1.0,0.0,0.0,100.0,cessna180
394,20020917X01814,Accident,1982-02-22,"ELYRIA, OH",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,piperPA-38-112
397,20020917X02245,Accident,1982-02-23,"LODI, CA",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,1.0,1.0,100.0,0.0,cessnaA188B
400,20020917X02020,Accident,1982-02-23,"KINGFISHER, OK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna172
402,20020917X02367,Accident,1982-02-23,ATLANTIC OCEAN,Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,2.0,2.0,100.0,0.0,cessna210
405,20020917X02097,Accident,1982-02-24,"FORT WORTH, TX",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna150
406,20020917X02021,Accident,1982-02-24,"HENNESSEY, OK",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,cessna172
413,20020917X02586,Accident,1982-02-25,"JEROME, ID",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,piperPA-28-181
414,20020917X02030,Accident,1982-02-25,"EUNICE, LA",Non-Fatal,Substantial,cessna,2.0,Reciprocating,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,3.0,0.0,0.0,100.0,cessna421B
420,20020917X02445,Accident,1982-02-26,"MCPHERSON, KS",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1.0,0.0,0.0,100.0,cessna152
422,20020917X01630,Accident,1982-02-26,"BETHEL, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,2.0,0.0,0.0,100.0,piperPA-20
424,20020917X02354,Accident,1982-02-27,"MIAMI BEACH, FL",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1.0,0.0,0.0,100.0,cessna152
425,20020917X02337,Incident,1982-02-27,"WELDON, CA",Incident,Minor,aeronca,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1.0,1.0,0.0,0.0,aeronca11AC
427,20020917X02540,Accident,1982-02-27,"ERWINNA, PA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1.0,1.0,100.0,0.0,cessna150G
428,20020917X02492,Accident,1982-02-27,"EASTON, PA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,2.0,0.0,0.0,100.0,piperPA-38-112
429,20020917X02356,Accident,1982-02-27,"NEW PORT RICHEY, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,1.0,1.0,0.0,0.0,cessna170
432,20020917X02022,Accident,1982-02-27,"CLOVIS, NM",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessnaT210M
434,20020917X01822,Accident,1982-02-27,"WILLIAMSBURG, MI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,2.0,0.0,0.0,100.0,cessna152
437,20020917X01731,Accident,1982-02-28,"BRADLEY, SC",Fatal(4),Destroyed,piper,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Unknown,Probable Cause,4.0,4.0,100.0,0.0,piperPA-32-260
438,20020917X02587,Accident,1982-02-28,"REDMOND, WA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,2.0,0.0,0.0,100.0,cessna172N
439,20020917X02357,Accident,1982-02-28,"LAKE CITY, FL",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,2.0,0.0,0.0,100.0,cessna172L
444,20020917X02027,Accident,1982-02-28,"ARKADELPHIA, AR",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,2.0,0.0,0.0,100.0,cessna152
